CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
7218778,0,0.0,Computer,Hodgefurt,17.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,2,1,18.0,1.0,1.0,3.0,119
6932194,0,,Computer,East Carriemouth,18.0,E wallet,Female,2.0,4,Mobile,2,Single,3,0,14.0,0.0,2.0,5.0,177
4704626,0,,Phone,Port Thomasville,12.0,Credit Card,Male,3.0,2,Mobile,3,Divorced,7,0,14.0,1.0,1.0,8.0,179
12361431,0,23.0,Mobile Phone,South Jessicahaven,,Debit Card,Male,,4,Fashion,5,Divorced,2,1,18.0,0.0,1.0,0.0,141
9786572,0,0.0,Mobile Phone,Pricestad,14.0,CC,Female,3.0,5,Laptop & Accessory,4,Single,5,0,18.0,0.0,1.0,5.0,217
3951345,1,14.0,Phone,Lucerohaven,19.0,Debit Card,Female,2.0,4,Grocery,2,Single,3,0,22.0,1.0,2.0,,171
9478281,0,3.0,Computer,Floresburgh,12.0,Credit Card,Female,3.0,5,Laptop & Accessory,5,Divorced,3,1,14.0,0.0,1.0,6.0,136
4258837,0,,Mobile Phone,South Shaunside,16.0,Credit Card,Male,,2,Fashion,3,Single,2,0,19.0,0.0,10.0,2.0,157
16211814,0,0.0,Mobile Phone,Lake Connor,18.0,Credit Card,Male,3.0,3,Mobile Phone,2,Single,2,0,13.0,1.0,1.0,,148
1841419,0,,Mobile Phone,East Lorrainehaven,35.0,Credit Card,Male,3.0,3,Others,5,Married,5,0,15.0,1.0,1.0,2.0,159
9281303,0,0.0,Mobile Phone,West Brandonland,14.0,Debit Card,Male,2.0,1,Laptop & Accessory,5,Divorced,2,0,17.0,1.0,1.0,1.0,139
11805603,0,0.0,Computer,Lake Terri,13.0,Credit Card,Female,2.0,3,Fashion,3,Divorced,3,0,16.0,1.0,1.0,0.0,191
8373086,0,2.0,Computer,New Kristin,,E wallet,Male,2.0,3,Laptop & Accessory,4,Single,7,0,14.0,1.0,1.0,1.0,151
8145337,0,2.0,Computer,Tinaside,5.0,CC,Male,3.0,4,Mobile,3,Divorced,6,0,18.0,1.0,1.0,0.0,168
3533455,1,0.0,Computer,Delacruzside,23.0,Credit Card,Male,2.0,3,Mobile,3,Single,2,0,16.0,1.0,1.0,8.0,197
7747828,1,,Phone,East Robertaborough,7.0,Credit Card,Male,2.0,2,Laptop & Accessory,3,Divorced,2,0,12.0,0.0,1.0,2.0,193
13789660,0,,Computer,West Brendachester,24.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,14,0,19.0,1.0,1.0,2.0,296
735375,0,0.0,Computer,Williamsmouth,29.0,UPI,Male,,5,Grocery,3,Single,1,1,18.0,0.0,1.0,,156
15227687,0,7.0,Computer,South Erin,14.0,Debit Card,Male,2.0,2,Laptop & Accessory,4,Married,3,1,16.0,1.0,1.0,3.0,162
3455738,0,9.0,Phone,Starkmouth,8.0,Credit Card,Female,2.0,4,Mobile,5,Married,2,0,17.0,3.0,6.0,5.0,218
719628,0,3.0,Mobile Phone,Frankhaven,12.0,COD,Male,2.0,3,Laptop & Accessory,4,Single,3,0,19.0,1.0,1.0,1.0,197
16097677,0,6.0,Computer,New Jeffrey,5.0,E wallet,Male,3.0,5,Mobile Phone,3,Single,11,0,14.0,1.0,10.0,1.0,112
3317102,1,0.0,Computer,Wilkinsfurt,7.0,CC,Female,3.0,2,Mobile Phone,2,Single,1,1,25.0,0.0,1.0,0.0,271
15225604,0,,Phone,East Mark,5.0,Debit Card,Female,2.0,3,Fashion,4,Divorced,2,0,15.0,1.0,1.0,6.0,148
11047838,0,0.0,Mobile Phone,Edwinport,20.0,CC,Male,2.0,3,Fashion,5,Divorced,5,0,13.0,0.0,1.0,5.0,146
4417471,0,11.0,Computer,Andrehaven,5.0,Debit Card,Male,2.0,3,Fashion,4,Married,4,1,24.0,0.0,1.0,0.0,127
16265212,0,7.0,Phone,Lake Julie,35.0,E wallet,Male,3.0,5,Laptop & Accessory,2,Single,11,0,19.0,1.0,1.0,0.0,161
5649750,0,6.0,Mobile Phone,West Jonathan,13.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Single,5,0,15.0,1.0,2.0,2.0,127
5087902,1,0.0,Computer,Kennethview,8.0,CC,Male,,3,Laptop & Accessory,5,Divorced,5,0,14.0,1.0,1.0,1.0,182
14515496,0,9.0,Mobile Phone,West Nancy,,E wallet,Female,,3,Laptop & Accessory,2,Single,5,1,20.0,1.0,1.0,2.0,297
10047466,0,0.0,Mobile Phone,Port Elijah,8.0,UPI,Male,3.0,3,Laptop & Accessory,3,Single,6,0,21.0,1.0,11.0,1.0,197
14375082,0,0.0,Computer,North Kimberlyfurt,7.0,COD,Male,2.0,2,Mobile Phone,5,Single,3,1,15.0,1.0,1.0,5.0,155
4932911,0,0.0,Mobile Phone,West Christinaburgh,6.0,Credit Card,Female,3.0,5,Others,4,Single,3,1,13.0,1.0,1.0,1.0,300
4409540,0,14.0,Phone,South Patricia,10.0,Credit Card,Male,2.0,3,Others,5,Married,2,1,15.0,1.0,1.0,1.0,126
5466741,0,6.0,Computer,North Marvinhaven,6.0,E wallet,Male,3.0,3,Mobile,5,Single,4,0,25.0,1.0,1.0,3.0,159
10945928,0,12.0,Mobile Phone,Tonyaberg,,E wallet,Male,,3,Laptop & Accessory,3,Married,3,0,14.0,0.0,1.0,0.0,160
1196720,1,0.0,Computer,Flynntown,11.0,Credit Card,Male,3.0,3,Fashion,5,Single,9,0,11.0,1.0,10.0,0.0,144
16423131,0,3.0,Phone,Kristinatown,,Debit Card,Male,3.0,2,Others,3,Single,2,1,18.0,0.0,1.0,1.0,186
4318469,0,5.0,Computer,Ibarraland,11.0,UPI,Male,3.0,2,Mobile,2,Divorced,3,0,25.0,0.0,1.0,0.0,221
11354200,0,5.0,Phone,New Melissa,15.0,Credit Card,Female,3.0,3,Mobile,2,Divorced,6,0,22.0,1.0,1.0,0.0,250
941332,0,,Computer,Lake Bryanton,8.0,Debit Card,Male,2.0,3,Mobile,2,Divorced,4,0,14.0,0.0,14.0,0.0,215
2258080,0,19.0,Phone,South Cody,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Single,2,0,15.0,0.0,1.0,0.0,284
15525894,0,16.0,Phone,Jacksontown,14.0,E wallet,Male,2.0,4,Laptop & Accessory,4,Divorced,1,1,12.0,0.0,14.0,0.0,129
11256436,0,,Phone,Alexanderberg,5.0,Debit Card,Male,2.0,3,Mobile,3,Divorced,1,0,13.0,1.0,1.0,5.0,193
12297250,0,12.0,Phone,Nicholastown,35.0,CC,Male,3.0,3,Mobile Phone,3,Married,3,1,25.0,0.0,1.0,0.0,213
9268335,0,0.0,Mobile Phone,Robertfort,11.0,CC,Male,3.0,2,Mobile Phone,2,Single,3,0,25.0,1.0,,3.0,182
1953916,0,,Computer,West Matthewland,6.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Single,1,0,13.0,1.0,1.0,7.0,130
15968239,1,24.0,Phone,Huffmanside,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Divorced,6,1,17.0,0.0,3.0,5.0,146
2621592,1,0.0,Phone,South Richard,16.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,5,1,12.0,0.0,15.0,3.0,157
15669949,0,,Mobile Phone,North Jermaine,25.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,3,0,12.0,3.0,1.0,0.0,123
13915270,0,1.0,Phone,Martintown,8.0,Debit Card,Female,,4,Grocery,4,Divorced,3,1,23.0,0.0,1.0,0.0,235
3793511,0,7.0,Mobile Phone,West John,23.0,Credit Card,Male,3.0,4,Mobile,3,Single,9,1,25.0,0.0,3.0,,128
10205358,0,1.0,Phone,South Ginamouth,6.0,Debit Card,Female,3.0,1,Mobile,3,Divorced,1,1,20.0,1.0,6.0,0.0,125
7442015,0,0.0,Computer,Nicholashaven,8.0,E wallet,Male,3.0,4,Mobile,2,Single,8,0,15.0,0.0,1.0,7.0,142
13106339,0,,Mobile Phone,Andrewton,21.0,Debit Card,Male,3.0,3,Mobile,2,Single,3,1,12.0,1.0,1.0,7.0,177
8289563,0,0.0,Mobile Phone,Port Jasonchester,12.0,E wallet,Female,2.0,3,Laptop & Accessory,2,Single,4,0,12.0,,1.0,1.0,181
12567371,0,12.0,Mobile Phone,Cathyburgh,13.0,UPI,Male,2.0,4,Laptop & Accessory,2,Divorced,1,1,13.0,1.0,,2.0,149
10439027,0,,Phone,East Marcia,9.0,CC,Male,2.0,3,Mobile,3,Married,1,0,11.0,0.0,1.0,0.0,177
15436418,0,24.0,Phone,Howardburgh,15.0,Credit Card,Female,2.0,1,Laptop & Accessory,5,Divorced,7,1,22.0,,1.0,2.0,160
13758683,0,1.0,Computer,North Randytown,5.0,Debit Card,Female,3.0,3,Laptop & Accessory,5,Divorced,6,0,18.0,0.0,1.0,0.0,138
9592330,0,0.0,Phone,East Stephenmouth,8.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,8,0,12.0,0.0,1.0,0.0,128
5278779,0,4.0,Mobile Phone,South Kevin,29.0,Credit Card,Male,3.0,4,Laptop & Accessory,2,Single,4,1,13.0,1.0,1.0,2.0,120
13491227,0,1.0,Computer,Wiseshire,6.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,1,0,19.0,0.0,1.0,0.0,257
4459452,0,30.0,Computer,Collinsland,19.0,E wallet,Female,3.0,3,Grocery,2,Divorced,5,0,12.0,1.0,11.0,2.0,265
1784545,0,,Phone,South Mariabury,31.0,Credit Card,Male,,3,Mobile,2,Married,4,0,15.0,1.0,3.0,2.0,160
11444641,0,3.0,Phone,Clinemouth,10.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Married,5,0,16.0,0.0,2.0,1.0,290
11597115,0,0.0,Phone,Shanemouth,9.0,CC,Female,2.0,3,Laptop & Accessory,3,Single,7,0,19.0,0.0,1.0,2.0,300
10160368,0,0.0,Phone,Kellyville,6.0,Debit Card,Male,2.0,3,Fashion,2,Married,7,0,14.0,0.0,,2.0,175
4652327,1,0.0,Mobile Phone,Pughland,7.0,Debit Card,Male,1.0,3,Mobile,5,Married,3,0,15.0,1.0,7.0,10.0,143
8105616,0,3.0,Mobile Phone,New Matthew,17.0,COD,Male,3.0,3,Laptop & Accessory,4,Single,5,1,12.0,0.0,,7.0,155
910578,0,0.0,Phone,East Rebecca,20.0,E wallet,Male,,3,Mobile,3,Single,3,0,13.0,0.0,1.0,6.0,235
3564991,0,,Mobile Phone,Juliestad,29.0,Cash on Delivery,Male,2.0,4,Mobile,2,Single,7,0,14.0,1.0,1.0,9.0,269
10251463,0,0.0,Computer,West Kimberlyhaven,15.0,Debit Card,Female,3.0,5,Laptop & Accessory,5,Divorced,7,0,,0.0,1.0,2.0,300
4339534,0,8.0,Computer,Port Kathy,22.0,UPI,Female,,1,Laptop & Accessory,5,Divorced,3,0,19.0,0.0,1.0,0.0,122
2379904,0,6.0,Computer,Lake Vincentfurt,5.0,Debit Card,Male,,4,Fashion,2,Married,4,1,19.0,1.0,5.0,1.0,300
2920603,0,10.0,Computer,Jerrystad,9.0,Cash on Delivery,Female,2.0,4,Mobile Phone,3,Married,6,0,15.0,1.0,1.0,1.0,140
16723374,1,12.0,Computer,Fosterborough,5.0,Credit Card,Male,3.0,5,Fashion,4,Divorced,3,1,12.0,0.0,1.0,2.0,234
15693051,0,30.0,Computer,Kylebury,12.0,Credit Card,Male,3.0,2,Mobile Phone,5,Single,2,0,15.0,0.0,1.0,1.0,112
4575333,0,5.0,Mobile Phone,East Larry,5.0,Credit Card,Female,2.0,3,Grocery,4,Single,6,1,14.0,0.0,2.0,0.0,173
5880970,0,0.0,Phone,New Barbara,9.0,Debit Card,Male,2.0,3,Laptop & Accessory,5,Divorced,1,0,15.0,1.0,12.0,1.0,120
10815745,0,20.0,Phone,Margaretmouth,10.0,CC,Male,2.0,3,Laptop & Accessory,4,Single,2,0,14.0,0.0,6.0,6.0,163
7194849,1,0.0,Mobile Phone,Gregorychester,27.0,Credit Card,Male,2.0,3,Others,4,Single,7,0,22.0,0.0,6.0,2.0,219
13816369,0,0.0,Computer,Lake Robinshire,12.0,E wallet,Female,2.0,5,Laptop & Accessory,2,Married,7,0,18.0,0.0,,3.0,126
9973540,0,,Computer,East Vanessaville,7.0,E wallet,Male,2.0,4,Laptop & Accessory,2,Single,1,0,16.0,1.0,1.0,1.0,117
13567236,1,6.0,Computer,New Edwardberg,16.0,UPI,Male,2.0,4,Mobile,2,Married,6,0,25.0,1.0,1.0,4.0,171
10752561,0,,Phone,Port Linda,10.0,UPI,Female,2.0,3,Mobile,3,Divorced,2,0,14.0,0.0,1.0,12.0,112
12837954,0,0.0,Phone,Lake Joshua,5.0,E wallet,Male,2.0,3,Mobile,2,Single,5,0,15.0,1.0,1.0,9.0,227
10558318,0,0.0,Mobile Phone,North Wanda,9.0,Debit Card,Female,1.0,3,Others,4,Divorced,7,1,,0.0,1.0,6.0,147
81566,1,0.0,Computer,East Jennifer,,UPI,Male,2.0,5,Mobile Phone,4,Married,1,0,15.0,0.0,,0.0,149
1067363,0,,Mobile Phone,Steelefort,17.0,Credit Card,Female,2.0,1,Laptop & Accessory,2,Divorced,2,1,22.0,1.0,10.0,5.0,135
11835432,0,6.0,Mobile Phone,Reyesport,9.0,Debit Card,Female,2.0,1,Laptop & Accessory,2,Married,3,0,17.0,,3.0,1.0,165
4894048,0,11.0,Computer,Brownfurt,8.0,Credit Card,Male,2.0,5,Laptop & Accessory,3,Single,4,0,14.0,0.0,1.0,9.0,135
6279589,0,0.0,Phone,Schneiderside,,Debit Card,Male,3.0,4,Grocery,4,Single,2,0,25.0,1.0,2.0,0.0,176
1777778,1,0.0,Phone,Glennmouth,35.0,Debit Card,Female,2.0,3,Mobile Phone,3,Single,6,0,24.0,1.0,1.0,1.0,239
5718630,1,,Mobile Phone,Port Robertstad,33.0,Debit Card,Male,3.0,3,Fashion,4,Divorced,3,0,24.0,1.0,1.0,0.0,170
12147543,0,,Computer,Westbury,5.0,UPI,Male,3.0,2,Others,5,Divorced,5,0,24.0,1.0,1.0,1.0,154
5956752,1,2.0,Mobile Phone,South Debbiemouth,7.0,Debit Card,Female,0.0,4,Mobile,3,Single,5,0,11.0,3.0,1.0,2.0,175
14942038,1,1.0,Mobile Phone,Rickyburgh,16.0,Debit Card,Male,3.0,3,Mobile,5,Divorced,3,0,13.0,1.0,15.0,5.0,165
1121282,0,,Phone,Foxshire,17.0,Credit Card,Female,2.0,1,Mobile,2,Divorced,1,0,25.0,0.0,5.0,0.0,131
15945075,0,0.0,Phone,Romeromouth,35.0,Credit Card,Male,2.0,3,Mobile,4,Married,3,0,14.0,1.0,1.0,1.0,136
9433431,0,11.0,Mobile Phone,Brandonmouth,,Debit Card,Male,2.0,3,Mobile,3,Divorced,1,0,18.0,1.0,1.0,4.0,142
16427279,0,,Mobile Phone,East Robert,12.0,Cash on Delivery,Female,1.0,3,Mobile Phone,3,Divorced,3,1,21.0,1.0,13.0,4.0,155
15703277,0,29.0,Phone,Lake Jennifer,26.0,UPI,Male,3.0,2,Fashion,5,Divorced,1,1,16.0,0.0,1.0,7.0,123
7078918,0,13.0,Phone,West Kaitlyn,35.0,Credit Card,Male,2.0,4,Laptop & Accessory,2,Divorced,7,0,23.0,3.0,13.0,1.0,244
10397374,1,1.0,Computer,Lake Carlville,5.0,Credit Card,Male,1.0,3,Mobile,2,Divorced,3,0,13.0,1.0,1.0,6.0,194
3775178,0,,Mobile Phone,Richardville,5.0,CC,Male,2.0,2,Fashion,2,Single,6,0,25.0,1.0,1.0,5.0,189
5870884,0,12.0,Computer,New Tammyshire,17.0,Debit Card,Female,2.0,3,Mobile,5,Divorced,2,0,14.0,2.0,1.0,4.0,179
16226815,0,2.0,Computer,Lake Allison,5.0,Debit Card,Male,,3,Mobile Phone,2,Single,10,0,14.0,0.0,,6.0,192
14762989,1,17.0,Computer,West Robin,11.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,6,0,23.0,1.0,1.0,9.0,187
4418243,0,,Phone,Randallmouth,16.0,Cash on Delivery,Male,3.0,3,Mobile Phone,3,Single,7,0,14.0,1.0,1.0,1.0,156
2773077,0,14.0,Phone,West Maryview,8.0,COD,Female,,3,Laptop & Accessory,3,Single,3,0,16.0,0.0,15.0,3.0,219
1340357,1,0.0,Computer,Lukebury,26.0,Credit Card,Female,1.0,3,Laptop & Accessory,4,Married,6,0,25.0,0.0,10.0,0.0,120
12587976,0,14.0,Phone,East Laura,35.0,E wallet,Male,2.0,4,Laptop & Accessory,3,Single,1,0,21.0,1.0,,0.0,147
3932795,1,1.0,Phone,Port Angela,15.0,Credit Card,Female,3.0,4,Fashion,4,Divorced,4,0,16.0,0.0,4.0,0.0,204
9296602,0,2.0,Phone,Blackborough,12.0,E wallet,Male,3.0,2,Laptop & Accessory,2,Single,4,0,25.0,1.0,1.0,0.0,161
3902938,0,0.0,Computer,Lake Robin,10.0,UPI,Male,3.0,4,Fashion,3,Married,2,1,12.0,3.0,1.0,1.0,151
15972630,0,6.0,Phone,Lake Charles,18.0,E wallet,Male,3.0,3,Mobile,2,Divorced,3,0,13.0,1.0,1.0,0.0,138
13321383,0,30.0,Mobile Phone,Roberttown,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Divorced,4,0,25.0,1.0,1.0,0.0,158
200705,0,0.0,Mobile Phone,Lake Alison,5.0,CC,Female,2.0,3,Fashion,5,Divorced,1,1,14.0,0.0,1.0,3.0,190
13556808,0,0.0,Phone,West Josephshire,17.0,Debit Card,Male,3.0,3,Mobile Phone,3,Married,2,0,11.0,1.0,4.0,3.0,143
3604611,0,0.0,Computer,Lake Jamesburgh,22.0,Debit Card,Male,2.0,2,Mobile,3,Married,6,0,19.0,1.0,1.0,3.0,150
770936,0,0.0,Mobile Phone,Michaelport,22.0,Credit Card,Female,2.0,3,Mobile,3,Married,2,0,12.0,7.0,1.0,4.0,184
706524,1,0.0,Computer,Port Danielle,9.0,Credit Card,Male,,3,Others,2,Single,5,0,13.0,,1.0,0.0,219
8980536,0,0.0,Mobile Phone,Lake Amandaton,26.0,Credit Card,Female,3.0,4,Grocery,4,Married,5,0,25.0,1.0,1.0,0.0,195
5459484,0,,Mobile Phone,Blakeshire,5.0,UPI,Male,2.0,4,Grocery,3,Divorced,3,0,25.0,1.0,1.0,1.0,255
4349895,0,14.0,Mobile Phone,New Melissashire,9.0,E wallet,Female,,2,Laptop & Accessory,4,Divorced,1,0,,1.0,1.0,2.0,183
10483190,0,11.0,Phone,Lake Keithhaven,12.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Married,7,0,21.0,,2.0,2.0,147
5636294,0,0.0,Phone,New Gloria,10.0,Credit Card,Female,2.0,4,Grocery,3,Married,5,1,13.0,0.0,4.0,2.0,139
11609203,1,,Computer,East Roger,7.0,COD,Female,3.0,3,Laptop & Accessory,5,Married,7,1,16.0,0.0,1.0,2.0,145
4001040,0,3.0,Phone,Zunigahaven,18.0,UPI,Male,2.0,4,Mobile,3,Divorced,1,0,16.0,1.0,1.0,5.0,159
10551512,0,13.0,Phone,Lake Kennethview,17.0,Credit Card,Male,2.0,3,Mobile Phone,3,Single,2,0,16.0,,1.0,0.0,158
14596682,0,10.0,Computer,Lake Bruce,5.0,Debit Card,Female,2.0,3,Others,4,Single,2,1,14.0,1.0,2.0,10.0,249
189773,0,,Computer,South Andrea,32.0,Debit Card,Female,2.0,3,Mobile,3,Married,7,0,15.0,1.0,1.0,7.0,198
16223214,0,8.0,Mobile Phone,Johnstonburgh,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,2,0,19.0,1.0,1.0,4.0,134
3962318,0,14.0,Phone,Christophermouth,14.0,Cash on Delivery,Male,2.0,4,Laptop & Accessory,4,Divorced,5,1,16.0,0.0,1.0,0.0,143
12717260,0,7.0,Mobile Phone,South Jonhaven,19.0,Debit Card,Female,,4,Grocery,5,Single,3,1,13.0,0.0,6.0,3.0,263
1692770,0,0.0,Computer,Johnsonfurt,10.0,CC,Female,2.0,3,Mobile,3,Single,8,0,17.0,1.0,1.0,2.0,129
10799975,0,0.0,Computer,Meagantown,10.0,E wallet,Male,3.0,4,Others,2,Single,3,1,13.0,0.0,1.0,6.0,133
3969735,0,2.0,Phone,West Jennamouth,26.0,Debit Card,Male,2.0,4,Mobile,2,Married,3,0,13.0,0.0,12.0,0.0,185
16580862,1,7.0,Phone,Tylerberg,35.0,Credit Card,Male,2.0,3,Mobile,2,Divorced,2,1,12.0,1.0,1.0,7.0,191
3312247,1,0.0,Phone,South Duaneberg,,Debit Card,Male,3.0,3,Mobile,3,Single,2,0,12.0,1.0,2.0,6.0,141
12247150,0,10.0,Mobile Phone,Chelseaberg,7.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,3,1,13.0,1.0,15.0,1.0,160
16287848,0,18.0,Mobile Phone,Douglasfort,5.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,4,0,17.0,0.0,1.0,2.0,182
16348648,1,10.0,Computer,Clairefurt,34.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,7,0,25.0,1.0,1.0,0.0,165
1321291,0,3.0,Phone,West Lindaton,16.0,E wallet,Female,3.0,3,Mobile,5,Divorced,3,1,18.0,0.0,3.0,3.0,143
1476237,0,5.0,Mobile Phone,Zacharytown,15.0,Debit Card,Female,2.0,3,Laptop & Accessory,5,Divorced,2,1,18.0,1.0,4.0,1.0,123
15892425,0,10.0,Computer,Lake Richard,18.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,6,0,15.0,0.0,1.0,4.0,172
9459057,0,8.0,Mobile Phone,East Ashleyberg,,Debit Card,Male,2.0,3,Laptop & Accessory,5,Divorced,9,1,15.0,1.0,1.0,,244
1569106,0,0.0,Phone,Haneychester,5.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,6,0,13.0,0.0,1.0,3.0,176
1172581,1,8.0,Mobile Phone,Port Jasonstad,12.0,UPI,Male,,2,Mobile,4,Single,2,0,14.0,0.0,13.0,0.0,208
13215533,0,8.0,Mobile Phone,Brownton,6.0,Debit Card,Male,,3,Mobile,2,Divorced,3,0,25.0,1.0,1.0,1.0,139
7554357,0,1.0,Computer,Lake Danielview,11.0,Credit Card,Male,2.0,2,Laptop & Accessory,2,Divorced,2,1,24.0,1.0,1.0,1.0,144
11780402,0,10.0,Mobile Phone,Nicoletown,35.0,Debit Card,Female,3.0,4,Mobile,2,Single,7,0,17.0,0.0,1.0,7.0,122
2309418,0,0.0,Mobile Phone,Port Juanmouth,11.0,E wallet,Female,2.0,3,Laptop & Accessory,2,Divorced,2,0,12.0,1.0,1.0,2.0,142
966648,0,1.0,Phone,Port Faith,18.0,Debit Card,Male,2.0,3,Others,4,Single,2,1,13.0,1.0,1.0,5.0,133
14844554,0,1.0,Computer,Barajasside,5.0,Debit Card,Female,2.0,3,Mobile,3,Married,5,0,20.0,,7.0,6.0,134
15935444,0,7.0,Mobile Phone,New William,7.0,CC,Female,3.0,2,Laptop & Accessory,2,Married,2,1,,0.0,1.0,1.0,126
9639808,0,11.0,Computer,East Kimberlyland,14.0,UPI,Female,3.0,4,Fashion,2,Divorced,6,0,13.0,0.0,4.0,2.0,257
15033267,0,2.0,Computer,Alexandermouth,12.0,Credit Card,Male,2.0,3,Fashion,5,Divorced,5,0,11.0,0.0,1.0,2.0,137
6830585,0,1.0,Phone,Sanderstown,,UPI,Male,3.0,4,Laptop & Accessory,5,Married,6,0,18.0,7.0,1.0,7.0,149
5415197,0,0.0,Mobile Phone,Port Alexandermouth,10.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Single,7,0,25.0,0.0,1.0,2.0,158
14958239,0,9.0,Phone,Rodriguezhaven,12.0,E wallet,Male,2.0,5,Laptop & Accessory,5,Single,11,1,19.0,1.0,1.0,6.0,145
1416969,1,2.0,Computer,Gregorymouth,16.0,CC,Male,3.0,3,Mobile,5,Divorced,3,0,19.0,0.0,1.0,0.0,220
11225549,1,3.0,Mobile Phone,South Keith,5.0,CC,Female,3.0,3,Others,4,Divorced,6,1,25.0,1.0,1.0,5.0,222
7583100,1,0.0,Mobile Phone,West David,35.0,UPI,Male,3.0,3,Mobile,2,Divorced,3,0,12.0,0.0,2.0,0.0,184
